graph,n,prc,phase_length,delay,initial_positions,converged,steps_to_converge,repeated,steps_to_repeat
complete,2,x,10,0,random,1,2,0,
complete,2,x,10,0,random,1,8,0,
complete,2,x,10,0,random,1,10,1,10.0
complete,2,x,10,0,random,1,1,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,2,0,
complete,2,x,10,0,random,1,1,0,
complete,2,x,10,0,random,1,9,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,1,0,
complete,2,x,10,0,random,1,5,0,
complete,2,x,10,0,random,1,8,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,10,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,11,0,
complete,2,x,10,0,random,1,10,1,10.0
complete,2,x,10,0,random,1,4,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,15,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,9,0,
complete,2,x,10,0,random,1,6,0,
complete,2,x,10,0,random,1,6,0,
complete,2,x,10,0,random,1,2,0,
complete,2,x,10,0,random,1,1,0,
complete,2,x,10,0,random,1,3,0,
complete,2,x,10,0,random,1,8,0,
complete,2,x,10,0,random,1,6,0,
complete,2,x,10,0,random,1,14,0,
complete,3,x,10,0,random,1,14,0,
complete,3,x,10,0,random,1,10,0,
complete,3,x,10,0,random,1,9,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,9,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,15,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,15,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,14,0,
complete,3,x,10,0,random,1,8,0,
complete,3,x,10,0,random,1,5,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,11,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,11,0,
complete,3,x,10,0,random,1,10,1,10.0
complete,3,x,10,0,random,1,8,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,9,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,15,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,15,0,
complete,3,x,10,0,random,1,15,0,
complete,3,x,10,0,random,1,11,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,9,0,
complete,3,x,10,0,random,1,5,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,11,0,
complete,3,x,10,0,random,1,9,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,14,0,
complete,3,x,10,0,random,1,8,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,8,0,
complete,3,x,10,0,random,1,9,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,5,0,
complete,3,x,10,0,random,1,5,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,13,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,11,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,11,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,5,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,14,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,13,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,4,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,5,0,
complete,3,x,10,0,random,1,3,0,
complete,3,x,10,0,random,1,1,0,
complete,3,x,10,0,random,1,6,0,
complete,3,x,10,0,random,1,7,0,
complete,3,x,10,0,random,1,2,0,
complete,3,x,10,0,random,1,12,0,
complete,3,x,10,0,random,1,10,0,
complete,3,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,6,0,
complete,4,x,10,0,random,1,9,0,
complete,4,x,10,0,random,1,12,0,
complete,4,x,10,0,random,1,5,0,
complete,4,x,10,0,random,1,15,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,6,0,
complete,4,x,10,0,random,1,8,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,5,0,
complete,4,x,10,0,random,1,9,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,1,0,
complete,4,x,10,0,random,1,5,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,5,0,
complete,4,x,10,0,random,1,6,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,3,0,
complete,4,x,10,0,random,1,15,0,
complete,4,x,10,0,random,1,8,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,8,0,
complete,4,x,10,0,random,1,2,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,8,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,1,0,
complete,4,x,10,0,random,1,3,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,9,0,
complete,4,x,10,0,random,1,1,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,6,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,14,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,3,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,9,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,9,0,
complete,4,x,10,0,random,1,15,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,15,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,14,0,
complete,4,x,10,0,random,1,3,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,5,0,
complete,4,x,10,0,random,1,2,0,
complete,4,x,10,0,random,1,1,0,
complete,4,x,10,0,random,1,12,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,3,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,14,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,9,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,12,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,14,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,2,0,
complete,4,x,10,0,random,1,13,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,5,0,
complete,4,x,10,0,random,1,2,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,2,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,10,0,
complete,4,x,10,0,random,1,11,0,
complete,4,x,10,0,random,1,1,0,
complete,4,x,10,0,random,1,4,0,
complete,4,x,10,0,random,1,7,0,
complete,4,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,4,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,4,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,4,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,8,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,15,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,4,0,
complete,5,x,10,0,random,1,8,0,
complete,5,x,10,0,random,1,6,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,2,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,1,0,
complete,5,x,10,0,random,1,12,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,12,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,12,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,8,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,6,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,4,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,1,0,
complete,5,x,10,0,random,1,15,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,2,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,15,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,5,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,2,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,15,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,6,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,3,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,5,0,
complete,5,x,10,0,random,1,8,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,7,0,
complete,5,x,10,0,random,1,1,0,
complete,5,x,10,0,random,1,13,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,15,0,
complete,5,x,10,0,random,1,14,0,
complete,5,x,10,0,random,1,9,0,
complete,5,x,10,0,random,1,10,0,
complete,5,x,10,0,random,1,11,0,
complete,5,x,10,0,random,1,12,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,7,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,2,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,2,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,3,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,8,0,
complete,6,x,10,0,random,1,1,0,
complete,6,x,10,0,random,1,14,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,12,0,
complete,6,x,10,0,random,1,8,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,2,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,3,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,4,0,
complete,6,x,10,0,random,1,6,0,
complete,6,x,10,0,random,1,12,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,12,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,7,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,3,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,12,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,4,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,5,0,
complete,6,x,10,0,random,1,2,0,
complete,6,x,10,0,random,1,14,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,14,0,
complete,6,x,10,0,random,1,6,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,5,0,
complete,6,x,10,0,random,1,4,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,3,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,1,0,
complete,6,x,10,0,random,1,5,0,
complete,6,x,10,0,random,1,15,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,6,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,7,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,9,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,3,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,10,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,5,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,1,0,
complete,6,x,10,0,random,1,13,0,
complete,6,x,10,0,random,1,11,0,
complete,6,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,14,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,4,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,2,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,12,0,
complete,7,x,10,0,random,1,4,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,7,0,
complete,7,x,10,0,random,1,8,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,14,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,15,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,12,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,7,0,
complete,7,x,10,0,random,1,7,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,4,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,7,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,14,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,8,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,7,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,7,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,1,0,
complete,7,x,10,0,random,1,2,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,15,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,13,0,
complete,7,x,10,0,random,1,9,0,
complete,7,x,10,0,random,1,11,0,
complete,7,x,10,0,random,1,10,0,
complete,7,x,10,0,random,1,11,0,
